objectid,constituentid,displayorder,roletype,role,prefix,suffix,displaydate,beginyear,endyear,country,zipcode
6642,1256,1,artist,artist,,,,,,,
6643,1256,1,artist,artist,,,,,,,
6649,1256,1,artist,artist,,,,,,,
1157,1219,1,artist,artist,,,,,,,
6651,1256,1,artist,artist,,,,,,,
6652,1256,1,artist,artist,,,,,,,
6653,1256,1,artist,artist,,,,,,,
6654,1256,1,artist,artist,,,,,,,
6656,1256,1,artist,artist,,,,,,,
6661,1256,1,artist,artist,,,,,,,
6664,1256,1,artist,artist,,,,,,,
6665,1256,1,artist,artist,,,,,,,
41939,1117,1,artist,artist,,,,,,,
41942,1117,1,artist,artist,,,,,,,
41943,1117,1,artist,artist,,,,,,,
41944,1117,1,artist,artist,,,,,,,
41946,1117,1,artist,artist,,,,,,,
49164,1935,1,artist,artist,,,,,,,
49166,1935,1,artist,artist,,,,,,,
49169,1935,1,artist,artist,,,,,,,
49172,1935,1,artist,artist,,,,,,,
49174,1935,1,artist,artist,,,,,,,
52381,1330,1,artist,artist,,,,,,,
52381,1330,2,owner,previous owner,,,1890 - 1903,1890.0,1903.0,,
56894,1818,2,artist,artist after,,,,,,,
56895,1818,2,artist,artist after,,,,,,,
56898,1256,1,artist,artist,,,,,,,
6670,1256,1,artist,artist,,,,,,,
6671,1256,1,artist,artist,,,,,,,
6672,1256,1,artist,artist,,,,,,,
6676,1256,1,artist,artist,,,,,,,
6677,1256,1,artist,artist,,,,,,,
6678,1256,1,artist,artist,,,,,,,
6682,1256,1,artist,artist,,,,,,,
6684,1256,1,artist,artist,,,,,,,
6686,1256,1,artist,artist,,,,,,,
6687,1256,1,artist,artist,,,,,,,
6690,1256,1,artist,artist,,,,,,,
6691,1256,1,artist,artist,,,,,,,
6695,1256,1,artist,artist,,,,,,,
6696,1256,1,artist,artist,,,,,,,
6697,1256,1,artist,artist,,,,,,,
6699,1256,1,artist,artist,,,,,,,
41957,1219,1,artist,artist,,,,,,,
41958,1219,1,artist,artist,,,,,,,
41964,1330,1,artist,artist,,,,,,,
41966,1330,1,artist,artist,,,,,,,
52390,1721,1,artist,artist,,,,,,,
72886,1791,1,artist,artist,,,,,,,
79260,1117,1,artist,artist,,,,,,,
79262,1117,1,artist,artist,,,,,,,
79263,1117,1,artist,artist,,,,,,,
79266,1117,1,artist,artist,,,,,,,
79269,1117,1,artist,artist,,,,,,,
79270,1117,1,artist,artist,,,,,,,
79271,1117,1,artist,artist,,,,,,,
79273,1117,1,artist,artist,,,,,,,
79274,1117,1,artist,artist,,,,,,,
79276,1117,1,artist,artist,,,,,,,
79280,1117,1,artist,artist,,,,,,,
79281,1117,1,artist,artist,,,,,,,
41982,1935,1,artist,artist,,,,,,,
6703,1256,1,artist,artist,,,,,,,
6709,1256,1,artist,artist,,,,,,,
6711,1256,1,artist,artist,,,,,,,
6713,1256,1,artist,artist,,,,,,,
33365,1219,1,artist,artist,,,,,,,
35095,1256,1,artist,artist,,,,,,,
35100,1256,1,artist,artist,,,,,,,
63219,1256,1,artist,artist,,,,,,,
6719,1256,1,artist,artist,,,,,,,
6720,1256,1,artist,artist,,,,,,,
6721,1256,1,artist,artist,,,,,,,
6726,1256,1,artist,artist,,,,,,,
6727,1256,1,artist,artist,,,,,,,
6729,1256,1,artist,artist,,,,,,,
33378,1818,2,artist,artist after,,,,,,,
35104,1256,1,artist,artist,,,,,,,
6739,1256,1,artist,artist,,,,,,,
6742,1256,1,artist,artist,,,,,,,
6743,1256,1,artist,artist,,,,,,,
6744,1256,1,artist,artist,,,,,,,
6747,1256,1,artist,artist,,,,,,,
6751,1256,1,artist,artist,,,,,,,
6752,1256,1,artist,artist,,,,,,,
6753,1256,1,artist,artist,,,,,,,
6755,1256,1,artist,artist,,,,,,,
6758,1256,1,artist,artist,,,,,,,
6759,1256,1,artist,artist,,,,,,,
6760,1256,1,artist,artist,,,,,,,
6761,1256,1,artist,artist,,,,,,,
6762,1256,1,artist,artist,,,,,,,
6763,1256,1,artist,artist,,,,,,,
33395,1818,2,artist,artist after,,,,,,,
42013,1783,1,artist,artist,,,,,,,
42014,1783,1,artist,artist,,,,,,,
43722,1932,1,artist,painter,,,,,,,
43722,1932,3,artist,related artist,Workshop of,,,,,,
43723,1356,1,artist,painter,,,,,,,
157927,1783,1,artist,artist,,,,,,,
158114,1966,1,artist,artist,,,,,,,
158141,1256,1,artist,artist,,,,,,,
158142,1256,1,artist,artist,,,,,,,
63252,1932,2,artist,artist after,,,,,,,
6765,1256,1,artist,artist,,,,,,,
6766,1256,1,artist,artist,,,,,,,
6767,1256,1,artist,artist,,,,,,,
6768,1256,1,artist,artist,,,,,,,
6769,1256,1,artist,artist,,,,,,,
6770,1256,1,artist,artist,,,,,,,
6773,1256,1,artist,artist,,,,,,,
6774,1256,1,artist,artist,,,,,,,
79283,1117,1,artist,artist,,,,,,,
79287,1117,1,artist,artist,,,,,,,
79290,1117,1,artist,artist,,,,,,,
33408,1783,1,artist,artist,,,,,,,
33409,1791,1,artist,artist,,,,,,,
1196,1818,1,artist,artist,,,,,,,
6789,1256,1,artist,artist,,,,,,,
6776,1256,1,artist,artist,,,,,,,
6777,1256,1,artist,artist,,,,,,,
6779,1256,1,artist,artist,,,,,,,
6782,1256,1,artist,artist,,,,,,,
6783,1256,1,artist,artist,,,,,,,
6784,1256,1,artist,artist,,,,,,,
6788,1256,1,artist,artist,,,,,,,
158145,1256,1,artist,artist,,,,,,,
52433,1966,1,artist,artist,,,,,,,
71794,1831,1,artist,artist,,,,,,,
79295,1117,1,artist,artist,,,,,,,
79298,1117,1,artist,artist,,,,,,,
42049,1935,1,artist,artist,,,,,,,
42050,1935,1,artist,artist,,,,,,,
42052,1935,1,artist,artist,,,,,,,
6790,1256,1,artist,artist,,,,,,,
6793,1256,1,artist,artist,,,,,,,
6796,1256,1,artist,artist,,,,,,,
6799,1256,1,artist,artist,,,,,,,
6801,1256,1,artist,artist,,,,,,,
6803,1256,1,artist,artist,,,,,,,
6808,1256,1,artist,artist,,,,,,,
6817,1256,1,artist,artist,,,,,,,
42055,1935,1,artist,artist,,,,,,,
42057,1935,1,artist,artist,,,,,,,
42059,1935,1,artist,artist,,,,,,,
42064,1935,1,artist,artist,,,,,,,
42067,1935,1,artist,artist,,,,,,,
42068,1935,1,artist,artist,,,,,,,
82701,1117,1,artist,artist,,,,,,,
82702,1117,1,artist,artist,,,,,,,
82704,1117,1,artist,artist,,,,,,,
121052,1831,1,artist,painter,,,,,,,
74163,1479,1,artist,artist,,,,,,,
74164,1479,1,artist,artist,,,,,,,
74166,3473,1,artist,artist,,,,,,,
82705,1117,1,artist,artist,,,,,,,
82706,1117,1,artist,artist,,,,,,,
82708,1117,1,artist,artist,,,,,,,
82709,1117,1,artist,artist,,,,,,,
82710,1117,1,artist,artist,,,,,,,
82711,1117,1,artist,artist,,,,,,,
82712,1117,1,artist,artist,,,,,,,
100789,1932,1,artist,artist,and Probably,,,,,,
127879,1479,3,artist,artist after,,,,,,,
42070,1935,1,artist,artist,,,,,,,
42072,1935,1,artist,artist,,,,,,,
42073,1935,1,artist,artist,,,,,,,
42074,1935,1,artist,artist,,,,,,,
42075,1935,1,artist,artist,,,,,,,
42079,1935,1,artist,artist,,,,,,,
42081,1935,1,artist,artist,,,,,,,
42084,1935,1,artist,artist,,,,,,,
42085,1935,1,artist,artist,,,,,,,
72952,1791,1,artist,artist,,,,,,,
37382,1932,3,artist,artist after,,,,,,,
42087,1935,1,artist,artist,,,,,,,
42088,1935,1,artist,artist,,,,,,,
42090,1935,1,artist,artist,,,,,,,
42093,1935,1,artist,artist,,,,,,,
42094,1935,1,artist,artist,,,,,,,
42095,1935,1,artist,artist,,,,,,,
42096,1935,1,artist,artist,,,,,,,
42097,1935,1,artist,artist,,,,,,,
42099,1935,1,artist,artist,,,,,,,
42100,1935,1,artist,artist,,,,,,,
158515,1818,18,artist,artist after,after,,,,,,
158515,3473,16,artist,artist after,after,,,,,,
72965,1706,1,artist,artist,,,,,,,
72966,1706,1,artist,artist,,,,,,,
72967,1706,1,artist,artist,,,,,,,
79370,1353,1,artist,artist,,,,,,,
79371,1353,1,artist,artist,,,,,,,
82716,1117,1,artist,artist,,,,,,,
82718,1117,1,artist,artist,,,,,,,
82721,1117,1,artist,artist,,,,,,,
82722,1117,1,artist,artist,,,,,,,
82723,1117,1,artist,artist,,,,,,,
94896,1935,1,artist,artist,,,,,,,
94897,1935,1,artist,artist,,,,,,,
94903,1219,1,artist,artist,,,,,,,
111361,5058,1,artist,artist,,,,,,,
119606,1932,3,artist,artist after,,,,,,,
94906,1219,1,artist,artist,,,,,,,
94907,1219,1,artist,sculptor,,,,,,,
94907,1219,1,owner,previous owner,,", Paris, FRA",1860 - 1917,1860.0,1917.0,,
94908,1219,1,artist,sculptor,,,,,,,
94909,1219,1,artist,sculptor,,,,,,,
94911,1219,1,artist,sculptor,,,,,,,
94911,1219,1,owner,previous owner,,", Paris, FRA",1860 - 1917,1860.0,1917.0,,
121121,1793,1,artist,artist,,,,,,,
121123,1793,1,artist,artist,,,,,,,
66394,1793,1,artist,artist,,,,,,,
66395,1793,1,artist,artist,,,,,,,
66397,1793,1,artist,artist,,,,,,,
109848,1117,1,artist,artist,,,,,,,
109849,1117,1,artist,artist,,,,,,,
109850,1117,1,artist,artist,,,,,,,
109853,1117,1,artist,artist,,,,,,,
109855,1117,1,artist,artist,,,,,,,
109856,1117,1,artist,artist,,,,,,,
109857,1117,1,artist,artist,,,,,,,
129437,1791,1,artist,artist,,,,,,,
42103,1935,1,artist,artist,,,,,,,
42104,1935,1,artist,artist,,,,,,,
42105,1935,1,artist,artist,,,,,,,
42106,1935,1,artist,artist,,,,,,,
42108,1935,1,artist,artist,,,,,,,
42109,1935,1,artist,artist,,,,,,,
42111,1935,1,artist,artist,,,,,,,
42112,1935,1,artist,artist,,,,,,,
42113,1935,1,artist,artist,,,,,,,
42117,1935,1,artist,artist,,,,,,,
42118,1935,1,artist,artist,,,,,,,
42119,1935,1,artist,artist,,,,,,,
158682,1818,2,artist,artist after,,,,,,,
82727,1117,1,artist,artist,,,,,,,
82731,1117,1,artist,artist,,,,,,,
82732,1117,1,artist,artist,,,,,,,
52486,1783,1,artist,artist,,,,,,,
1221,1932,1,artist,painter,Assistant of,,,,,,
9150,1818,2,artist,artist after,,,,,,,
38982,1219,1,artist,artist,,,,,,,
38983,1219,1,artist,artist,,,,,,,
42122,1935,1,artist,artist,,,,,,,
42123,1935,1,artist,artist,,,,,,,
42126,1935,1,artist,artist,,,,,,,
42128,1935,1,artist,artist,,,,,,,
42131,1935,1,artist,artist,,,,,,,
42132,1935,1,artist,artist,,,,,,,
42134,1935,1,artist,artist,,,,,,,
42136,1935,1,artist,artist,,,,,,,
55617,1966,1,artist,artist,,,,,,,
74186,1791,1,artist,artist,,,,,,,
79405,1256,2,artist,related artist,and Style of,,,,,,
82738,1117,1,artist,artist,,,,,,,
82740,1117,1,artist,artist,,,,,,,
94913,1219,1,artist,sculptor,,,,,,,
94913,1219,1,owner,previous owner,,", Paris, FRA",1860 - 1917,1860.0,1917.0,,
66408,1174,1,artist,artist,,,,,,,
66409,1219,1,artist,artist,,,,,,,
66409,1219,1,owner,previous owner,,,- 1918,,1918.0,,
54057,1706,1,artist,artist,,,,,,,
74201,1330,1,artist,artist,,,,,,,
74202,1330,1,artist,artist,,,,,,,
74203,1330,1,artist,artist,,,,,,,
74204,1330,1,artist,artist,,,,,,,
74205,1330,1,artist,artist,,,,,,,
74207,1330,1,artist,artist,,,,,,,
74209,1330,1,artist,artist,,,,,,,
82743,1117,1,artist,artist,,,,,,,
82749,1117,1,artist,artist,,,,,,,
82750,1117,1,artist,artist,,,,,,,
37420,1818,2,artist,artist after,,,,,,,
37423,1818,5,artist,artist after,,,,,,,
38999,1330,1,artist,artist/publisher,,,,,,,
39000,1330,1,artist,artist,,,,,,,
39002,1330,1,artist,artist,,,,,,,
39005,1330,1,artist,artist,,,,,,,
39006,1330,1,artist,artist,,,,,,,
39007,1330,1,artist,artist,,,,,,,
39008,1330,1,artist,artist,,,,,,,
39009,1330,1,artist,artist,,,,,,,
58769,1721,1,artist,artist,,,,,,,
42157,1935,1,artist,artist,,,,,,,
42158,1935,1,artist,artist,,,,,,,
42162,1935,1,artist,artist,,,,,,,
42164,1935,1,artist,artist,,,,,,,
42165,1935,1,artist,artist,,,,,,,
42166,1935,1,artist,artist,,,,,,,
42167,1935,1,artist,artist,,,,,,,
42168,1935,1,artist,artist,,,,,,,
42137,1935,1,artist,artist,,,,,,,
42138,1935,1,artist,artist,,,,,,,
42139,1935,1,artist,artist,,,,,,,
42140,1935,1,artist,artist,,,,,,,
42146,1935,1,artist,artist,,,,,,,
42149,1935,1,artist,artist,,,,,,,
42151,1935,1,artist,artist,,,,,,,
74197,1330,1,artist,artist,,,,,,,
11394,1818,2,artist,artist after,,,,,,,
6948,1219,1,artist,artist,,,,,,,
39042,1783,1,artist,artist,,,,,,,
39043,1783,1,artist,artist,,,,,,,
39045,1783,1,artist,artist,,,,,,,
42171,1935,1,artist,artist,,,,,,,
42172,1935,1,artist,artist,,,,,,,
42173,1935,1,artist,artist,,,,,,,
42174,1935,1,artist,artist,,,,,,,
42175,1935,1,artist,artist,,,,,,,
42176,1935,1,artist,artist,,,,,,,
42177,1935,1,artist,artist,,,,,,,
42178,1935,1,artist,artist,,,,,,,
42179,1935,1,artist,artist,,,,,,,
42185,1935,1,artist,artist,,,,,,,
42186,1935,1,artist,artist,,,,,,,
55649,1353,1,artist,artist,,,,,,,
66424,1706,1,artist,artist,,,,,,,
74211,1330,1,artist,artist,,,,,,,
74212,1330,1,artist,artist,,,,,,,
74214,1330,1,artist,artist,,,,,,,
74219,1330,1,artist,artist,,,,,,,
82753,1117,1,artist,artist,,,,,,,
82754,1117,1,artist,artist,,,,,,,
82755,1117,1,artist,artist,,,,,,,
82758,1117,1,artist,artist,,,,,,,
82759,1117,1,artist,artist,,,,,,,
82760,1117,1,artist,artist,,,,,,,
82761,1117,1,artist,artist,,,,,,,
159825,1966,1,artist,artist,,,,,,,
159826,1966,1,artist,artist,,,,,,,
159829,1966,1,artist,artist,,,,,,,
159830,1966,1,artist,artist,,,,,,,
159831,1966,1,artist,artist,,,,,,,
159833,1966,1,artist,artist,,,,,,,
159835,1966,1,artist,artist,,,,,,,
109875,1783,1,artist,artist,,,,,,,
109876,1783,1,artist,artist,,,,,,,
109884,1783,1,artist,artist,,,,,,,
109885,1783,1,artist,artist,,,,,,,
109887,1783,1,artist,artist,,,,,,,
109889,1783,1,artist,artist,,,,,,,
52559,1256,1,artist,artist,,,,,,,
39049,1783,1,artist,artist,,,,,,,
39051,1783,1,artist,artist,,,,,,,
39053,1783,1,artist,artist,,,,,,,
39056,1783,1,artist,artist,,,,,,,
39058,1783,1,artist,artist,,,,,,,
39059,1783,1,artist,artist,,,,,,,
39061,1783,1,artist,artist,,,,,,,
66428,1791,1,artist,artist,,,,,,,
42188,1935,1,artist,artist,,,,,,,
42189,1935,1,artist,artist,,,,,,,
42191,1935,1,artist,artist,,,,,,,
42193,1935,1,artist,artist,,,,,,,
42194,1935,1,artist,artist,,,,,,,
42195,1935,1,artist,artist,,,,,,,
42196,1935,1,artist,artist,,,,,,,
42199,1935,1,artist,artist,,,,,,,
42200,1935,1,artist,artist,,,,,,,
42202,1935,1,artist,artist,,,,,,,
39064,1783,1,artist,artist,,,,,,,
39070,1783,1,artist,artist,,,,,,,
39074,1783,1,artist,artist,,,,,,,
39075,1783,1,artist,artist,,,,,,,
39077,1783,1,artist,artist,,,,,,,
39079,1783,1,artist,artist,,,,,,,
42205,1935,1,artist,artist,,,,,,,
42207,1935,1,artist,artist,,,,,,,
51097,1256,1,artist,artist,,,,,,,
51099,1256,1,artist,artist,,,,,,,
51101,1256,1,artist,artist,,,,,,,
51103,1256,1,artist,artist,,,,,,,
51105,1256,1,artist,artist,,,,,,,
66436,1877,1,artist,artist,,,,,,,
74220,1330,1,artist,artist,,,,,,,
74221,1330,1,artist,artist,,,,,,,
74222,1330,1,artist,artist,,,,,,,
74223,1330,1,artist,artist,,,,,,,
74225,1330,1,artist,artist,,,,,,,
74226,1330,1,artist,artist,,,,,,,
74228,1330,1,artist,artist,,,,,,,
74229,1330,1,artist,artist,,,,,,,
82766,1117,1,artist,artist,,,,,,,
82768,1117,1,artist,artist,,,,,,,
82769,1117,1,artist,artist,,,,,,,
82770,1117,1,artist,artist,,,,,,,
90087,1793,1,artist,painter,,,,,,,
97289,1783,1,artist,artist,,,,,,,
109890,1783,1,artist,artist,,,,,,,
109891,1783,1,artist,artist,,,,,,,
109893,1783,1,artist,artist,,,,,,,
109894,1783,1,artist,artist,,,,,,,
109897,1117,1,artist,artist,,,,,,,
111436,1221,1,artist,artist,,,,,,,
111438,1221,1,artist,artist,,,,,,,
123635,1256,1,artist,artist,,,,,,,
123720,5058,1,artist,artist,,,,,,,
66443,1219,1,artist,sculptor,,,,,,,
66443,1219,1,owner,previous owner,,,1890 - 1917,1890.0,1917.0,,
66445,1219,1,artist,sculptor,,,,,,,
66445,1219,1,owner,previous owner,,,1882 - 1917,1882.0,1917.0,,
123722,5058,1,artist,artist,,,,,,,
123723,5058,1,artist,artist,,,,,,,
123728,5058,1,artist,artist,,,,,,,
123729,5058,1,artist,artist,,,,,,,
109994,1117,2,artist,artist after,,,,,,,
39086,1783,1,artist,artist,,,,,,,
39087,1783,1,artist,artist,,,,,,,
39088,1783,1,artist,artist,,,,,,,
39091,1783,1,artist,artist,,,,,,,
39093,1783,1,artist,artist,,,,,,,
39094,1783,1,artist,artist,,,,,,,
39095,1783,1,artist,artist,,,,,,,
39096,1783,1,artist,artist,,,,,,,
74232,1330,1,artist,artist,,,,,,,
74233,1330,1,artist,artist,,,,,,,
74234,1330,1,artist,artist,,,,,,,
74235,1330,1,artist,artist,,,,,,,
74237,1330,1,artist,artist,,,,,,,
160558,5058,1,artist,artist,,,,,,,
76935,1256,1,artist,artist,,,,,,,
82773,1117,1,artist,artist,,,,,,,
82774,1117,1,artist,artist,,,,,,,
82776,1117,1,artist,artist,,,,,,,
82777,1117,1,artist,artist,,,,,,,
82778,1117,1,artist,artist,,,,,,,
82779,1117,1,artist,artist,,,,,,,
82780,1117,1,artist,artist,,,,,,,
82781,1117,1,artist,artist,,,,,,,
57123,1256,1,artist,artist,,,,,,,
39098,1783,1,artist,artist,,,,,,,
39101,1783,1,artist,artist,,,,,,,
39106,1783,1,artist,artist,,,,,,,
39108,1783,1,artist,artist,,,,,,,
39109,1783,1,artist,artist,,,,,,,
39112,1783,1,artist,artist,,,,,,,
39113,1783,1,artist,artist,,,,,,,
52609,1818,1,artist,artist,Attributed to,,,,,,
57135,1831,1,artist,artist,,,,,,,
66455,1219,1,artist,sculptor,,,,,,,
66451,1219,1,artist,sculptor,,,,,,,
66451,1219,1,owner,previous owner,,,1900 - 1917,1900.0,1917.0,,
66452,1219,1,artist,sculptor,,,,,,,
66452,1219,1,owner,previous owner,,,1896 - 1917,1896.0,1917.0,,
66453,1219,1,artist,sculptor,,,,,,,
66453,1219,1,owner,previous owner,,,1896 - 1917,1896.0,1917.0,,
66454,1219,1,artist,sculptor,,,,,,,
66454,1219,1,owner,previous owner,,,1900 - 1917,1900.0,1917.0,,
66455,1219,1,owner,previous owner,,,1901 - 1917,1901.0,1917.0,,
69389,3473,2,artist,artist after,,,,,,,
74244,1330,1,artist,artist,,,,,,,
74245,1330,1,artist,artist,,,,,,,
74246,1330,1,artist,artist,,,,,,,
74247,1330,1,artist,artist,,,,,,,
74248,1330,1,artist,artist,,,,,,,
82782,1117,1,artist,artist,,,,,,,
82787,1117,1,artist,artist,,,,,,,
82788,1117,1,artist,artist,,,,,,,
82791,1117,1,artist,artist,,,,,,,
39115,1783,1,artist,artist,,,,,,,
39117,1783,1,artist,artist,,,,,,,
39119,1783,1,artist,artist,,,,,,,
39121,1783,1,artist,artist,,,,,,,
39122,1783,1,artist,artist,,,,,,,
39126,1783,1,artist,artist,,,,,,,
39127,1783,1,artist,artist,,,,,,,
39129,1783,1,artist,artist,,,,,,,
4768,1353,1,artist,artist,,,,,,,
4769,1353,1,artist,artist,,,,,,,
4770,1353,1,artist,artist,,,,,,,
4772,1353,1,artist,artist,,,,,,,
4775,1353,1,artist,artist,,,,,,,
4779,1353,1,artist,artist,,,,,,,
4783,1353,1,artist,artist,,,,,,,
4784,1353,1,artist,artist,,,,,,,
4789,1353,1,artist,artist,,,,,,,
4791,1353,1,artist,artist,,,,,,,
39132,1783,1,artist,artist,,,,,,,
39133,1783,1,artist,artist,,,,,,,
39137,1783,1,artist,artist,,,,,,,
54141,1966,1,artist,artist,,,,,,,
54142,1966,1,artist,artist,,,,,,,
54146,1966,1,artist,artist,,,,,,,
54148,1966,1,artist,artist,,,,,,,
54149,1966,1,artist,artist,,,,,,,
54150,1966,1,artist,artist,,,,,,,
55698,1783,1,artist,artist,,,,,,,
66457,1219,1,artist,sculptor,,,,,,,
66457,1219,1,owner,previous owner,,,1901 - 1917,1901.0,1917.0,,
66458,1219,1,artist,sculptor,,,,,,,
66458,1219,1,owner,previous owner,,,1901 - 1917,1901.0,1917.0,,
66460,1219,1,artist,sculptor,,,,,,,
66463,1219,1,artist,sculptor,,,,,,,
74250,1330,1,artist,artist,,,,,,,
74255,1330,1,artist,artist,,,,,,,
74256,1330,1,artist,artist,,,,,,,
74257,1330,1,artist,artist,,,,,,,
74258,1330,1,artist,artist,,,,,,,
75815,1256,2,artist,artist after,,,,,,,
82794,1117,1,artist,artist,,,,,,,
92994,1219,1,artist,painter,,,,,,,
92995,1219,1,artist,painter,,,,,,,
106690,1330,1,artist,artist/publisher,,,,,,,
111582,1219,1,artist,artist,,,,,,,
93015,1221,1,artist,artist,,,,,,,
93015,1221,4,owner,previous owner,,,1798 - 1863,1798.0,1863.0,,
93019,1349,1,artist,artist,,,,,,,
93008,1219,1,artist,artist,,,,,,,
93009,1219,1,artist,artist,,,,,,,
93010,1219,1,artist,artist,,,,,,,
125146,1935,1,artist,artist,,,,,,,
74269,1870,1,artist,artist,,,,,,,
74272,1783,1,artist,artist,,,,,,,
42283,5058,1,artist,artist,,,,,,,
74264,1330,1,artist,artist,,,,,,,
74265,1349,1,artist,artist,,,,,,,
74266,1349,1,artist,artist,,,,,,,
4793,1353,1,artist,artist,,,,,,,
4797,1353,1,artist,artist,,,,,,,
4798,1353,1,artist,artist,,,,,,,
66505,1706,1,artist,artist,,,,,,,
66507,1783,1,artist,artist,,,,,,,
66508,1791,1,artist,artist,,,,,,,
66509,1791,1,artist,artist,,,,,,,
11529,5058,1,artist,artist,,,,,,,
11530,5058,1,artist,artist,,,,,,,
11531,5058,1,artist,artist,,,,,,,
11533,5058,1,artist,artist,,,,,,,
11534,5058,1,artist,artist,,,,,,,
11535,5058,1,artist,artist,,,,,,,
11536,5058,1,artist,artist,,,,,,,
11539,5058,1,artist,artist,,,,,,,
11540,5058,1,artist,artist,,,,,,,
11541,5058,1,artist,artist,,,,,,,
33610,1221,1,artist,artist,,,,,,,
39169,1877,1,artist,artist,,,,,,,
39172,1935,1,artist,artist,,,,,,,
39173,1935,1,artist,artist,,,,,,,
39179,1935,1,artist,artist,,,,,,,
39180,1935,1,artist,artist,,,,,,,
11542,5058,1,artist,artist,,,,,,,
11543,5058,1,artist,artist,,,,,,,
11545,5058,1,artist,artist,,,,,,,
11546,5058,1,artist,artist,,,,,,,
11547,2594,1,artist,artist,,,,,,,
39181,1935,1,artist,artist,,,,,,,
39183,1935,1,artist,artist,,,,,,,
39184,1935,1,artist,artist,,,,,,,
39185,1935,1,artist,artist,,,,,,,
39186,1935,1,artist,artist,,,,,,,
39187,1935,1,artist,artist,,,,,,,
39189,1935,1,artist,artist,,,,,,,
66489,1219,1,artist,artist,,,,,,,
11587,1219,3,owner,previous owner,,,,,,,
11587,1330,1,artist,artist,,,,,,,
161077,5058,1,artist,artist,,,,,,,
4877,1330,1,artist,artist,,,,,,,
33648,1783,1,artist,artist,,,,,,,
33649,1783,1,artist,artist,,,,,,,
33651,1818,2,artist,artist after,?,,,,,,
54203,1791,1,artist,artist,,,,,,,
54205,1791,1,artist,artist,,,,,,,
39228,1783,1,artist,artist,,,,,,,
9489,1818,2,artist,artist after,,,,,,,
90726,2638,1,artist,artist,,,,,,,
75857,1256,1,artist,artist,,,,,,,
93026,1706,1,artist,artist,,,,,,,
93027,1783,1,artist,artist,,,,,,,
93029,1845,1,artist,artist,,,,,,,
42403,1256,1,artist,artist,,,,,,,
9527,1783,1,artist,artist,,,,,,,
9529,1783,1,artist,artist,,,,,,,
9532,1783,1,artist,artist,,,,,,,
9533,1783,1,artist,artist,,,,,,,
9534,1783,1,artist,artist,,,,,,,
9536,1783,1,artist,artist,,,,,,,
9537,1783,1,artist,artist,,,,,,,
39311,1330,1,artist,artist,,,,,,,
39314,1330,1,artist,artist,,,,,,,
39315,1330,1,artist,artist,,,,,,,
39319,1353,1,artist,artist,,,,,,,
93031,1219,1,artist,artist,,,,,,,
93038,1219,1,artist,sculptor,,,,,,,
95325,2594,1,artist,artist,,,,,,,
106753,1935,2,artist,artist,and,,,,,,
66580,1219,1,artist,artist,,,,,,,
66582,1219,1,artist,artist,,,,,,,
66591,1935,1,artist,artist,,,,,,,
93045,1219,1,artist,painter,,,,,,,
93046,1330,1,artist,painter,,,,,,,
93048,1935,1,artist,artist,,,,,,,
106772,1330,2,artist,artist,,,,,,,
110294,1219,1,artist,sculptor,,,,,,,
110294,1219,1,owner,previous owner,,,1885 - 1917,1885.0,1917.0,,
72012,1935,1,artist,artist,,,,,,,
123736,5058,1,artist,artist,,,,,,,
123738,5058,1,artist,artist,,,,,,,
123739,5058,1,artist,artist,,,,,,,
47804,1219,1,artist,artist,,,,,,,
93054,1330,1,artist,artist,,,,,,,
93055,1330,1,artist,artist,,,,,,,
33772,1932,2,artist,artist after,,,,,,,
7344,1330,1,artist,artist,,,,,,,
7347,1330,1,artist,artist,,,,,,,
7348,1330,1,artist,artist,,,,,,,
7349,1330,1,artist,artist,,,,,,,
33799,1256,1,artist,artist,,,,,,,
47816,1818,2,artist,artist after,,,,,,,
72036,2594,1,artist,artist,,,,,,,
108310,1783,2,artist,artist after,,,,,,,
110295,1219,1,artist,sculptor,,,,,,,
110295,1219,1,owner,previous owner,,,1885 - 1917,1885.0,1917.0,,
110298,1219,1,artist,sculptor,,,,,,,
110298,1219,1,owner,previous owner,,", Paris, FRA",1860 - 1917,1860.0,1917.0,,
110299,1219,1,artist,sculptor,,,,,,,
110299,1219,1,owner,previous owner,,", Paris, FRA",1860 - 1917,1860.0,1917.0,,
110301,1219,1,artist,sculptor,,,,,,,
110301,1219,1,owner,previous owner,,", Paris, FRA",1860 - 1917,1860.0,1917.0,,
119773,1221,1,artist,artist,,,,,,,
123751,5058,1,artist,artist,,,,,,,
101776,1219,1,artist,painter,,,,,,,
106828,1935,2,artist,artist,,,,,,,
110302,1219,1,artist,sculptor,,,,,,,
110302,1219,1,owner,previous owner,,,1882 - 1917,1882.0,1917.0,,
110311,1219,1,artist,sculptor,,,,,,,
110311,1219,1,owner,previous owner,,", Paris, FRA",1860 - 1917,1860.0,1917.0,,
110314,1219,1,artist,sculptor,,,,,,,
110314,1219,1,owner,previous owner,,,1882 - 1917,1882.0,1917.0,,
106925,1791,1,artist,artist,,,,,,,
126927,1219,1,artist,artist,,,,,,,
126950,5058,1,artist,artist,,,,,,,
93066,2638,1,artist,artist,,,,,,,
93067,1726,1,artist,artist,,,,,,,
60664,1783,1,artist,artist,,,,,,,
72046,1256,4,artist,artist,,,,,,,
69595,1706,1,artist,artist,,,,,,,
33817,1330,1,artist,artist,,,,,,,
33818,1330,1,artist,artist,,,,,,,
