objectid,element,dimensiontype,dimension,unitname
211956,image,width,25.0825501651,centimeters
211958,image,height,32.0675641351,centimeters
211958,image,width,25.2413004826,centimeters
211960,image,height,32.5438150876,centimeters
211960,image,width,25.0825501651,centimeters
211963,image,height,32.0675641351,centimeters
211963,image,width,25.0825501651,centimeters
211964,image,height,32.0675641351,centimeters
211964,image,width,25.0825501651,centimeters
211965,image,height,32.0675641351,centimeters
211965,image,width,25.0825501651,centimeters
211967,image,height,32.0675641351,centimeters
211967,image,width,24.7650495301,centimeters
211970,image,height,32.0675641351,centimeters
211970,image,width,50.4826009652,centimeters
211971,image,height,32.0675641351,centimeters
211971,image,width,25.0825501651,centimeters
211973,image,height,32.0675641351,centimeters
211973,image,width,25.4000508001,centimeters
211975,image,height,32.0675641351,centimeters
211975,image,width,25.0825501651,centimeters
211976,image,height,32.0675641351,centimeters
211976,image,width,25.4000508001,centimeters
211977,image,height,32.0675641351,centimeters
211977,image,width,25.4000508001,centimeters
211981,image,height,32.0675641351,centimeters
211981,image,width,25.2413004826,centimeters
207548,plate,height,11.747523495,centimeters
207548,plate,width,17.7800355601,centimeters
211982,image,height,32.0675641351,centimeters
211982,image,width,25.2413004826,centimeters
211983,image,height,32.0675641351,centimeters
211983,image,width,25.2413004826,centimeters
211989,image,height,32.0675641351,centimeters
211989,image,width,25.0825501651,centimeters
211990,image,height,32.0675641351,centimeters
211990,image,width,25.2413004826,centimeters
211995,image,height,32.0675641351,centimeters
211995,image,width,25.0825501651,centimeters
211996,image,height,32.0675641351,centimeters
211996,image,width,25.0825501651,centimeters
211997,image,height,32.0675641351,centimeters
211997,image,width,25.0825501651,centimeters
211998,image,height,32.0675641351,centimeters
211998,image,width,24.7650495301,centimeters
212003,image,height,32.0675641351,centimeters
212003,image,width,25.2413004826,centimeters
212004,image,height,32.0675641351,centimeters
212004,image,width,25.2413004826,centimeters
212006,image,height,32.0675641351,centimeters
212006,image,width,25.0825501651,centimeters
212007,image,height,32.0675641351,centimeters
212007,image,width,25.2413004826,centimeters
212008,image,height,32.0675641351,centimeters
212008,image,width,50.4826009652,centimeters
47001,sheet,height,32.8613157226,centimeters
47001,sheet,width,25.0825501651,centimeters
47042,sheet,height,30.7975615951,centimeters
47042,sheet,width,25.0825501651,centimeters
47043,sheet,height,32.3850647701,centimeters
47043,sheet,width,25.0825501651,centimeters
47046,sheet,height,32.7025654051,centimeters
47046,sheet,width,25.4000508001,centimeters
47072,sheet,height,32.3850647701,centimeters
47072,sheet,width,25.0825501651,centimeters
47003,sheet,height,32.3850647701,centimeters
47003,sheet,width,25.0825501651,centimeters
47035,sheet,height,32.8613157226,centimeters
47035,sheet,width,25.2413004826,centimeters
47036,sheet,height,32.7025654051,centimeters
47036,sheet,width,25.2413004826,centimeters
47008,sheet,height,32.3850647701,centimeters
47008,sheet,width,25.4000508001,centimeters
47019,sheet,height,32.7025654051,centimeters
47019,sheet,width,25.2413004826,centimeters
47020,sheet,height,32.7025654051,centimeters
47020,sheet,width,25.2413004826,centimeters
47022,sheet,height,32.8613157226,centimeters
47022,sheet,width,25.2413004826,centimeters
47024,sheet,height,32.7025654051,centimeters
47024,sheet,width,25.0825501651,centimeters
47071,sheet,height,32.7025654051,centimeters
47071,sheet,width,49.8475996952,centimeters
47033,sheet,height,32.3850647701,centimeters
47033,sheet,width,50.4826009652,centimeters
47064,sheet,height,32.3850647701,centimeters
47064,sheet,width,50.4826009652,centimeters
212036,image,height,16.8275336551,centimeters
212036,image,width,20.0025400051,centimeters
6797,sheet,width,10.1,centimeters
6797,sheet,height,15.2,centimeters
54143,sheet,height,91.4401828804,centimeters
54143,sheet,width,91.4401828804,centimeters
54144,sheet,height,91.4401828804,centimeters
54144,sheet,width,91.4401828804,centimeters
54145,sheet,height,91.4401828804,centimeters
54145,sheet,width,91.4401828804,centimeters
54147,sheet,height,91.4401828804,centimeters
54147,sheet,width,91.4401828804,centimeters
80536,sheet,height,110.4902209804,centimeters
80536,sheet,width,73.6601473203,centimeters
144935,sheet,height,91.4401828804,centimeters
144935,sheet,width,91.4401828804,centimeters
144937,sheet,height,91.4401828804,centimeters
144937,sheet,width,91.4401828804,centimeters
144938,sheet,height,91.4401828804,centimeters
144938,sheet,width,91.4401828804,centimeters
144940,sheet,height,91.4401828804,centimeters
144940,sheet,width,91.4401828804,centimeters
144942,sheet,height,91.4401828804,centimeters
144942,sheet,width,91.4401828804,centimeters
174371,sheet,height,99.6951993904,centimeters
174371,sheet,width,74.9301498603,centimeters
174873,sheet,height,111.7602235204,centimeters
174873,sheet,width,73.3426466853,centimeters
176156,sheet,height,102.2352044704,centimeters
176156,sheet,width,151.7653035306,centimeters
213961,sheet,height,26.3,centimeters
213961,sheet,width,22.3,centimeters
47585,sheet,height,23.3,centimeters
47585,sheet,width,30.2,centimeters
42621,plate,height,21.7,centimeters
42621,plate,width,15.3,centimeters
42622,plate,height,21.6,centimeters
42622,plate,width,15.2,centimeters
215387,image,height,4.44500889,centimeters
215387,image,width,4.44500889,centimeters
213958,sheet,height,36.1950723901,centimeters
213958,sheet,width,27.6225552451,centimeters
150529,block,height,46.0375920752,centimeters
150529,block,width,37.7825755652,centimeters
150529,block,depth,0.0,centimeters
207512,plate,height,32.3850647701,centimeters
207512,plate,width,49.2125984252,centimeters
207523,plate,height,35.8775717551,centimeters
207523,plate,width,26.9875539751,centimeters
181143,sheet,height,31.4325628651,centimeters
181143,sheet,width,24.1300482601,centimeters
129438,image,height,30.7975615951,centimeters
129438,image,width,22.8600457201,centimeters
129436,plate,height,14.2875285751,centimeters
129436,plate,width,19.6850393701,centimeters
47648,sheet,height,45.2,centimeters
47648,sheet,width,34.4,centimeters
54040,sheet,height,41.1,centimeters
54040,sheet,width,27.8,centimeters
41377,plate,height,34.6,centimeters
41377,plate,width,24.7,centimeters
33851,plate,height,34.7,centimeters
33851,plate,width,24.8,centimeters
215885,plate,height,41.4,centimeters
215885,plate,width,30.9,centimeters
156425,plate,height,14.9225298451,centimeters
156425,plate,width,12.382524765,centimeters
6800,sheet,height,22.4,centimeters
6800,sheet,width,24.3,centimeters
173998,image,height,34.9250698501,centimeters
173998,image,width,27.1463042926,centimeters
216538,sheet,height,21.8,centimeters
216538,sheet,width,29.8,centimeters
196033,plate,height,46.6725933452,centimeters
196033,plate,width,37.6238252477,centimeters
215446,plate,height,20.7,centimeters
215446,plate,width,13.7,centimeters
173945,sheet,height,31.4325628651,centimeters
173945,sheet,width,21.9075438151,centimeters
156424,plate,height,14.9225298451,centimeters
156424,plate,width,12.382524765,centimeters
218592,book,height,20.0,centimeters
218592,book,width,26.3,centimeters
218592,book,depth,1.4,centimeters
34941,sheet,height,32.1,centimeters
34941,sheet,width,23.3,centimeters
54489,sheet,height,31.0,centimeters
54489,sheet,width,23.0,centimeters
53281,sheet,height,26.4,centimeters
53281,sheet,width,22.0,centimeters
93040,overall,weight,2.7215821464,pounds
55608,overall,height,64.7701295403,centimeters
55608,overall,width,53.9751079502,centimeters
55608,overall,depth,3.17500635,centimeters
219310,sheet,height,32.0675641351,centimeters
219310,sheet,width,25.7175514351,centimeters
219322,sheet,height,59.6901193802,centimeters
219322,sheet,width,50.4826009652,centimeters
207574,image,height,32.7025654051,centimeters
207574,image,width,21.5900431801,centimeters
207576,plate,height,20.9550419101,centimeters
207576,plate,width,27.3050546101,centimeters
207584,image,height,38.1000762002,centimeters
207584,image,width,31.7500635001,centimeters
142351,block,height,39.2,centimeters
142351,block,width,28.1,centimeters
142351,block,depth,0.0,centimeters
142352,block,height,39.5,centimeters
142352,block,width,28.5,centimeters
142352,block,depth,0.0,centimeters
142354,block,height,39.2,centimeters
142354,block,width,28.5,centimeters
142354,block,depth,0.0,centimeters
142355,block,height,39.1,centimeters
142355,block,width,28.2,centimeters
142355,block,depth,0.0,centimeters
142356,block,height,39.2,centimeters
142356,block,width,28.2,centimeters
142356,block,depth,0.0,centimeters
142357,block,height,39.3,centimeters
142357,block,width,28.5,centimeters
142357,block,depth,0.0,centimeters
142359,block,height,39.5,centimeters
142359,block,width,28.5,centimeters
142359,block,depth,0.0,centimeters
142360,block,height,39.2,centimeters
142360,block,width,28.2,centimeters
142360,block,depth,0.0,centimeters
142361,block,height,39.5,centimeters
142361,block,width,28.5,centimeters
142361,block,depth,0.0,centimeters
142362,block,height,39.3,centimeters
142362,block,width,28.2,centimeters
142362,block,depth,0.0,centimeters
6685,sheet,height,39.2,centimeters
6685,sheet,width,28.1,centimeters
221015,plate,height,14.9225298451,centimeters
221015,plate,width,12.382524765,centimeters
39453,diameter,diameter,24.7,centimeters
216723,plate,height,21.4,centimeters
216723,plate,width,15.0,centimeters
34917,mount,height,33.6,centimeters
34917,mount,width,48.7,centimeters
34917,mount,depth,0.0,centimeters
7635,sheet,height,22.2,centimeters
7635,sheet,width,32.1,centimeters
38996,plate,height,11.7,centimeters
38996,plate,width,15.8,centimeters
221002,plate,height,43.5,centimeters
221002,plate,width,32.2,centimeters
221909,image,height,15.9,centimeters
221909,image,width,96.0,centimeters
221177,overall,height,22.8600457201,centimeters
73851,sheet,height,23.7,centimeters
73851,sheet,width,15.0,centimeters
7490,plate,height,21.4,centimeters
7490,plate,width,15.0,centimeters
7357,sheet,height,23.5,centimeters
7357,sheet,width,37.0,centimeters
223883,sheet,height,37.8,centimeters
223883,sheet,width,27.6,centimeters
6577,plate,height,24.6,centimeters
6577,plate,width,18.8,centimeters
219055,sheet,height,26.5,centimeters
219055,sheet,width,39.6,centimeters
39502,sheet,height,24.0,centimeters
39502,sheet,width,32.0,centimeters
48846,book,height,26.2,centimeters
48846,book,width,21.0,centimeters
48846,book,depth,3.5,centimeters
224206,sheet,height,49.0,centimeters
224206,sheet,width,57.8,centimeters
154531,image,height,37.2,centimeters
154531,image,width,56.9,centimeters
143490,image,height,60.0,centimeters
143490,image,width,44.2,centimeters
224455,plate,height,21.9,centimeters
224455,plate,width,28.5,centimeters
224456,plate,height,28.9,centimeters
224456,plate,width,23.0,centimeters
224155,plate,height,14.7,centimeters
224155,plate,width,22.5,centimeters
224156,plate,height,14.8,centimeters
224156,plate,width,22.5,centimeters
224158,plate,height,14.7,centimeters
224158,plate,width,22.5,centimeters
221123,sheet,height,29.3,centimeters
221123,sheet,width,20.8,centimeters
224462,plate,height,41.6,centimeters
224462,plate,width,31.2,centimeters
39156,sheet,height,32.5,centimeters
39156,sheet,width,49.9,centimeters
224154,sheet,height,33.1,centimeters
224154,sheet,width,46.0,centimeters
46822,overall,height,11.3,centimeters
46822,overall,width,6.1,centimeters
46822,overall,depth,0.1,centimeters
6496,plate,height,9.7,centimeters
6496,plate,width,4.9,centimeters
224249,plate,height,22.0,centimeters
224249,plate,width,31.8,centimeters
42610,sheet,height,23.0,centimeters
42610,sheet,width,15.4,centimeters
59318,sheet,height,39.0,centimeters
59318,sheet,width,28.9,centimeters
223456,plate,height,8.3,centimeters
223456,plate,width,7.5,centimeters
33051,book,height,68.0,centimeters
33051,book,width,48.0,centimeters
33051,book,depth,1.0,centimeters
52407,plate,height,33.5,centimeters
52407,plate,width,49.2,centimeters
47586,plate,height,33.6,centimeters
47586,plate,width,43.1,centimeters
225565,framed,height,0.0,centimeters
225571,framed,height,0.0,centimeters
